"ITTER107","Territory","VARICT","Data type","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","E_CC_PFACC_PERC","finance or accounting software applications","0049","transport and storage, except warehousing and support activities for transportation (h except 53)","W_GE10","10 and over","2020","2020",17.4,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W10_49","10-49","2014","2014",4.13,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W10_49","10-49","2016","2016",2.05,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W10_49","10-49","2018","2018",2.82,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W10_49","10-49","2020","2020",6.38,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE10","10 and over","2014","2014",4.51,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE10","10 and over","2016","2016",2.71,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE10","10 and over","2018","2018",3.81,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE10","10 and over","2020","2020",7.77,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W50_99","50-99","2014","2014",5.72,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W50_99","50-99","2016","2016",4.2,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W50_99","50-99","2018","2018",6.66,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W50_99","50-99","2020","2020",11.7,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W100_249","100-249","2014","2014",7.2,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W100_249","100-249","2016","2016",7.31,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W100_249","100-249","2018","2018",10.51,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W100_249","100-249","2020","2020",17.05,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE250","250 and over","2014","2014",11.63,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE250","250 and over","2016","2016",16.72,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE250","250 and over","2018","2018",21.43,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","C","manufacturing","W_GE250","250 and over","2020","2020",31.59,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W10_49","10-49","2014","2014",2.33,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W10_49","10-49","2016","2016",1.9,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W10_49","10-49","2018","2018",2.69,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W10_49","10-49","2020","2020",6.53,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE10","10 and over","2014","2014",2.51,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE10","10 and over","2016","2016",1.99,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE10","10 and over","2018","2018",3.08,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE10","10 and over","2020","2020",6.76,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W50_99","50-99","2014","2014",4.4,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W50_99","50-99","2016","2016",2.66,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W50_99","50-99","2018","2018",8.44,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W50_99","50-99","2020","2020",7.14,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W100_249","100-249","2014","2014",7.87,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W100_249","100-249","2016","2016",2.59,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W100_249","100-249","2018","2018",9.61,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W100_249","100-249","2020","2020",14.71,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE250","250 and over","2014","2014",9.01,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE250","250 and over","2016","2016",13.62,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE250","250 and over","2018","2018",13.14,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","F","construction","W_GE250","250 and over","2020","2020",22.16,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","G","wholesale and retail trade repair of motor vehicles and motorcycles","W_GE10","10 and over","2014","2014",9.46,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","G","wholesale and retail trade repair of motor vehicles and motorcycles","W_GE10","10 and over","2016","2016",6.01,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","G","wholesale and retail trade repair of motor vehicles and motorcycles","W_GE10","10 and over","2018","2018",7.56,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","G","wholesale and retail trade repair of motor vehicles and motorcycles","W_GE10","10 and over","2020","2020",15.42,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CA","manufacture of food products, beverages and tobacco products","W_GE10","10 and over","2014","2014",7.09,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CA","manufacture of food products, beverages and tobacco products","W_GE10","10 and over","2016","2016",3.3,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CA","manufacture of food products, beverages and tobacco products","W_GE10","10 and over","2018","2018",2.5,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CA","manufacture of food products, beverages and tobacco products","W_GE10","10 and over","2020","2020",5.63,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CB","manufacture of textiles, apparel, leather and related products","W_GE10","10 and over","2014","2014",4.38,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CB","manufacture of textiles, apparel, leather and related products","W_GE10","10 and over","2016","2016",2.12,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CB","manufacture of textiles, apparel, leather and related products","W_GE10","10 and over","2018","2018",1.3,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CB","manufacture of textiles, apparel, leather and related products","W_GE10","10 and over","2020","2020",5.39,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CC","manufacture of wood and paper products, and printing","W_GE10","10 and over","2014","2014",4.37,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CC","manufacture of wood and paper products, and printing","W_GE10","10 and over","2016","2016",0.89,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CC","manufacture of wood and paper products, and printing","W_GE10","10 and over","2018","2018",4.9,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CC","manufacture of wood and paper products, and printing","W_GE10","10 and over","2020","2020",5.25,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CH","manufacture of basic metals and fabricated metal products, except machinery and equipment","W_GE10","10 and over","2014","2014",3.11,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CH","manufacture of basic metals and fabricated metal products, except machinery and equipment","W_GE10","10 and over","2016","2016",2.06,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CH","manufacture of basic metals and fabricated metal products, except machinery and equipment","W_GE10","10 and over","2018","2018",1.61,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CH","manufacture of basic metals and fabricated metal products, except machinery and equipment","W_GE10","10 and over","2020","2020",8.16,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CL","manufacture of transport equipment","W_GE10","10 and over","2014","2014",1.09,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CL","manufacture of transport equipment","W_GE10","10 and over","2016","2016",1.37,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CL","manufacture of transport equipment","W_GE10","10 and over","2018","2018",5.06,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CL","manufacture of transport equipment","W_GE10","10 and over","2020","2020",4.77,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CM","other manufacturing, and repair and installation of machinery and equipment","W_GE10","10 and over","2014","2014",4.68,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CM","other manufacturing, and repair and installation of machinery and equipment","W_GE10","10 and over","2016","2016",1.4,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CM","other manufacturing, and repair and installation of machinery and equipment","W_GE10","10 and over","2018","2018",3.16,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CM","other manufacturing, and repair and installation of machinery and equipment","W_GE10","10 and over","2020","2020",7.25,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JC","it and other information services","W_GE10","10 and over","2014","2014",14.16,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JC","it and other information services","W_GE10","10 and over","2016","2016",21.04,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JC","it and other information services","W_GE10","10 and over","2018","2018",23.32,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JC","it and other information services","W_GE10","10 and over","2020","2020",33.09,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","26","manufacture of computer, electronic and optical products","W_GE10","10 and over","2014","2014",6.49,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","26","manufacture of computer, electronic and optical products","W_GE10","10 and over","2016","2016",6.08,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","26","manufacture of computer, electronic and optical products","W_GE10","10 and over","2018","2018",10.06,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","26","manufacture of computer, electronic and optical products","W_GE10","10 and over","2020","2020",15.92,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","53","postal and courier activities","W_GE10","10 and over","2014","2014",1.15,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","53","postal and courier activities","W_GE10","10 and over","2016","2016",1.89,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","53","postal and courier activities","W_GE10","10 and over","2018","2018",2,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","53","postal and courier activities","W_GE10","10 and over","2020","2020",33.37,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","55","accommodation ","W_GE10","10 and over","2014","2014",12.1,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","55","accommodation ","W_GE10","10 and over","2016","2016",13.63,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","55","accommodation ","W_GE10","10 and over","2018","2018",12.22,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","55","accommodation ","W_GE10","10 and over","2020","2020",22.54,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","56","food service activities","W_GE10","10 and over","2014","2014",1.62,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","56","food service activities","W_GE10","10 and over","2016","2016",0.34,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","56","food service activities","W_GE10","10 and over","2018","2018",1.32,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","56","food service activities","W_GE10","10 and over","2020","2020",2.48,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","58","publishing activities","W_GE10","10 and over","2014","2014",10.21,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","58","publishing activities","W_GE10","10 and over","2016","2016",9.11,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","58","publishing activities","W_GE10","10 and over","2018","2018",19.93,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","58","publishing activities","W_GE10","10 and over","2020","2020",23.16,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","61","telecommunications","W_GE10","10 and over","2014","2014",14.57,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","61","telecommunications","W_GE10","10 and over","2016","2016",17.11,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","61","telecommunications","W_GE10","10 and over","2018","2018",24.55,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","61","telecommunications","W_GE10","10 and over","2020","2020",29.32,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","68","real estate activities","W_GE10","10 and over","2014","2014",6.94,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","68","real estate activities","W_GE10","10 and over","2016","2016",4.26,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","68","real estate activities","W_GE10","10 and over","2018","2018",9.11,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","68","real estate activities","W_GE10","10 and over","2020","2020",12.93,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","79","travel agency, tour operator and other reservation service and related activities","W_GE10","10 and over","2014","2014",16.98,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","79","travel agency, tour operator and other reservation service and related activities","W_GE10","10 and over","2016","2016",17.99,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","79","travel agency, tour operator and other reservation service and related activities","W_GE10","10 and over","2018","2018",21.06,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","79","travel agency, tour operator and other reservation service and related activities","W_GE10","10 and over","2020","2020",24.14,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CD-CG","manufacture of coke and refined petroleum products, of chemicals and chemical products, of basic pharmaceutical products and preparations, of rubber, plastic and of other non-metallic mineral products","W_GE10","10 and over","2014","2014",5.88,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CD-CG","manufacture of coke and refined petroleum products, of chemicals and chemical products, of basic pharmaceutical products and preparations, of rubber, plastic and of other non-metallic mineral products","W_GE10","10 and over","2016","2016",4.31,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CD-CG","manufacture of coke and refined petroleum products, of chemicals and chemical products, of basic pharmaceutical products and preparations, of rubber, plastic and of other non-metallic mineral products","W_GE10","10 and over","2018","2018",5.89,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CD-CG","manufacture of coke and refined petroleum products, of chemicals and chemical products, of basic pharmaceutical products and preparations, of rubber, plastic and of other non-metallic mineral products","W_GE10","10 and over","2020","2020",11.74,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CJ-CK","manufacture of electrical equipment and of machinery and equipment n.e.c. ","W_GE10","10 and over","2014","2014",3.82,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CJ-CK","manufacture of electrical equipment and of machinery and equipment n.e.c. ","W_GE10","10 and over","2016","2016",4.04,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CJ-CK","manufacture of electrical equipment and of machinery and equipment n.e.c. ","W_GE10","10 and over","2018","2018",7.34,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","CJ-CK","manufacture of electrical equipment and of machinery and equipment n.e.c. ","W_GE10","10 and over","2020","2020",9.06,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JA_X_58","motion picture, video and television programme production, sound recording","W_GE10","10 and over","2014","2014",3.94,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JA_X_58","motion picture, video and television programme production, sound recording","W_GE10","10 and over","2016","2016",2.43,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JA_X_58","motion picture, video and television programme production, sound recording","W_GE10","10 and over","2018","2018",6.7,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","JA_X_58","motion picture, video and television programme production, sound recording","W_GE10","10 and over","2020","2020",10.99,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0031","professional, scientific and technical activities except veterinary activities","W_GE10","10 and over","2014","2014",7.88,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0031","professional, scientific and technical activities except veterinary activities","W_GE10","10 and over","2016","2016",6.05,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0031","professional, scientific and technical activities except veterinary activities","W_GE10","10 and over","2018","2018",10.54,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0031","professional, scientific and technical activities except veterinary activities","W_GE10","10 and over","2020","2020",13.79,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0032","administrative and support service activities except travel agency, tour operator and other reservation service and related activities (N escluso 79)","W_GE10","10 and over","2014","2014",7.25,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0032","administrative and support service activities except travel agency, tour operator and other reservation service and related activities (N escluso 79)","W_GE10","10 and over","2016","2016",2.8,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0032","administrative and support service activities except travel agency, tour operator and other reservation service and related activities (N escluso 79)","W_GE10","10 and over","2018","2018",5.22,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0032","administrative and support service activities except travel agency, tour operator and other reservation service and related activities (N escluso 79)","W_GE10","10 and over","2020","2020",7.66,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0033","ict sector","W_GE10","10 and over","2014","2014",13.61,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0033","ict sector","W_GE10","10 and over","2016","2016",17.56,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0033","ict sector","W_GE10","10 and over","2018","2018",21.35,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0033","ict sector","W_GE10","10 and over","2020","2020",31.43,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W10_49","10-49","2014","2014",7.21,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W10_49","10-49","2016","2016",5.15,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W10_49","10-49","2018","2018",6.36,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W10_49","10-49","2020","2020",11.18,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE10","10 and over","2014","2014",7.46,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE10","10 and over","2016","2016",5.67,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE10","10 and over","2018","2018",7.03,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE10","10 and over","2020","2020",12.21,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W50_99","50-99","2014","2014",9.32,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W50_99","50-99","2016","2016",8.88,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W50_99","50-99","2018","2018",10.93,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W50_99","50-99","2020","2020",18.85,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W100_249","100-249","2014","2014",9.33,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W100_249","100-249","2016","2016",9.68,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W100_249","100-249","2018","2018",12.58,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W100_249","100-249","2020","2020",20.91,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE250","250 and over","2014","2014",11.05,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE250","250 and over","2016","2016",14.14,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE250","250 and over","2018","2018",18.75,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE250","250 and over","2020","2020",27.17,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W10_49","10-49","2014","2014",5.47,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W10_49","10-49","2016","2016",3.66,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W10_49","10-49","2018","2018",4.79,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W10_49","10-49","2020","2020",9.11,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE10","10 and over","2014","2014",5.76,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE10","10 and over","2016","2016",4.18,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE10","10 and over","2018","2018",5.54,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE10","10 and over","2020","2020",10.19,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W50_99","50-99","2014","2014",7.23,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W50_99","50-99","2016","2016",6.22,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W50_99","50-99","2018","2018",8.88,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W50_99","50-99","2020","2020",15,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W100_249","100-249","2014","2014",8.2,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W100_249","100-249","2016","2016",8.35,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W100_249","100-249","2018","2018",11.47,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W100_249","100-249","2020","2020",19,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE250","250 and over","2014","2014",11.14,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE250","250 and over","2016","2016",15.13,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE250","250 and over","2018","2018",19.75,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE250","250 and over","2020","2020",29.14,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W10_49","10-49","2014","2014",5.94,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W10_49","10-49","2016","2016",4.29,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W10_49","10-49","2018","2018",6.6,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W10_49","10-49","2020","2020",11.02,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE10","10 and over","2014","2014",6.18,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE10","10 and over","2016","2016",5.27,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE10","10 and over","2018","2018",7.87,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE10","10 and over","2020","2020",13.79,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W50_99","50-99","2014","2014",5.43,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W50_99","50-99","2016","2016",3.75,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W50_99","50-99","2018","2018",8.13,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W50_99","50-99","2020","2020",16.2,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W100_249","100-249","2014","2014",7.59,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W100_249","100-249","2016","2016",10.82,"b","break in series"
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W100_249","100-249","2018","2018",10.17,,
"IT","Italy","E_CC_PCRM_PERC","customer relationship management software","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W100_249","100-249","2020","2020",21.07,,
